latitude,longitude,continent
39.03,125.73,1
24.15,120.6667,1
37.5,122.1,1
35.4164,119.4331,1
44.5861,129.5997,1
22.6167,120.3,1
42.2841,123.8365,1
26.4725,80.3311,1
35.5806,104.6263,1
25.0478,121.5319,1
26.6448,118.1728,1
29.3498,104.7645,1
23.67,116.63,1
40.6562,109.8345,1
26.0819,119.2981,1
25.0881,117.0244,1
32.6877,109.0235,1
25.1211,99.169,1
40.7094,120.8378,1
30.1256,104.6397,1
22.335,91.8325,1
26.2658,117.6302,1
33.535,105.349,1
21.8556,111.9627,1
46.8081,130.3653,1
33.583,114.0109,1
23.8864,100.0871,1
30.9475,118.7518,1
22.9242,112.0353,1
25.15,82.58,1
32.4353,105.8398,1
30.2018,115.0326,1
35.8667,128.6,1
43.8519,126.5481,1
40.1167,124.3833,1
40.7523,120.828,1
40.6653,122.2297,1
21.1539,79.0831,1
-6.2333,107,1
28.6667,77.4167,1
24.3495,102.5432,1
26.2456,105.934,1
-6.394,106.8225,1
33.868,109.9244,1
32.4831,117.0164,1
41.7302,125.9471,1
33.6,130.4167,1
35.4906,112.8483,1
-6.1783,106.6319,1
34.7736,111.195,1
23.7333,109.2333,1
35.7278,107.64,1
36.6239,101.7787,1
31.6858,118.5101,1
36.5952,109.4863,1
30.7824,106.1281,1
11.5696,104.921,1
29.875,121.5492,1
23.2993,116.1586,1
3.6667,98.6667,1
33.9562,116.789,1
24.8141,118.5792,1
20.8,106.6667,1
22.4167,107.3667,1
33.6007,73.0679,1
22.3,73.2,1
24.4164,111.5478,1
35.5412,106.6819,1
17.7333,83.3167,1
37.45,118.4667,1
32.15,74.1833,1
45.6148,122.832,1
41.8708,123.8917,1
22.7206,75.8472,1
38.4795,106.2254,1
34,71.5,1
43.0621,141.3544,1
32.6447,51.6675,1
27.6333,113.85,1
43.25,76.9,1
19.18,72.9633,1
22.9833,120.1833,1
22.2769,113.5678,1
30.1978,71.4711,1
40.082,113.2981,1
45.2937,130.965,1
34.75,72.3572,1
41.2643,123.1772,1
42.0127,121.6486,1
37.9278,102.6329,1
23.25,77.4167,1
7.0667,125.6,1
20.02,110.32,1
34.1299,118.7734,1
25.3792,68.3683,1
39.3408,112.4292,1
41.292,123.761,1
36.5448,104.1766,1
25.61,85.1414,1
36.3667,43.1167,1
14.65,120.9667,1
30.82,108.4,1
21.4667,109.1,1
50.2458,127.4886,1
29.2942,117.2036,1
31.3867,120.9766,1
24.965,121.2168,1
22.15,82.0167,1
-6.9667,110.4167,1
30.9083,75.8486,1
55.0333,82.9167,1
35.0833,117.15,1
27.1724,78.0131,1
35.8327,50.9915,1
27.9991,120.6561,1
19.2502,73.1602,1
9.9197,78.1194,1
35.7497,114.2887,1
29.61,52.5425,1
22.8,86.1833,1
38.0833,46.2833,1
35.5167,139.7,1
-2.9833,104.7644,1
29.1255,110.4844,1
34.6913,135.183,1
31.65,120.7333,1
21.6146,110.2794,1
24.9633,118.3811,1
28.1958,115.7833,1
29.9888,103.0007,1
23.4,110.0833,1
20.9147,110.0806,1
35.1667,126.9167,1
20,73.7833,1
36.351,127.385,1
56.8356,60.6128,1
32.6832,112.079,1
35.0117,135.7683,1
46.6388,131.1545,1
34.3422,118.0097,1
31.8775,120.5512,1
36.008,106.2782,1
22.8167,89.55,1
21.9135,110.8481,1
30.6583,117.4849,1
28.4353,77.3147,1
47.9214,106.9055,1
25.7232,119.3735,1
36.7833,119.9556,1
19.88,75.32,1
28.3147,112.554,1
29.7132,118.3151,1
-5.1331,119.4136,1
22.2969,70.7984,1
27.2578,111.7351,1
30.515,47.81,1
35.8617,139.6453,1
35.91,117.78,1
30.9333,117.7667,1
28.99,77.7,1
44.8249,126.5451,1
26.2312,104.0966,1
21.654,110.6294,1
37.8576,113.5762,1
41.9377,126.4179,1
26.8808,100.2208,1
40.8523,122.7474,1
31.9087,120.2653,1
33.5819,119.028,1
37.9874,106.1919,1
23.1667,79.9333,1
32.3852,120.5634,1
56.3269,44.0075,1
32.9387,119.8404,1
23.7928,86.435,1
36.1833,117.6667,1
30.6667,113.1667,1
55.7908,49.1144,1
37.2858,127.01,1
33.9317,116.4459,1
10.0333,105.7833,1
21.9831,96.0844,1
34.602,105.918,1
26.5964,104.8314,1
26.5849,101.7149,1
55.15,61.4,1
25.3189,83.0128,1
34.64,50.8764,1
38.9355,100.4553,1
34.4,132.45,1
27.795,114.9242,1
31.3203,48.6692,1
34.0911,74.8061,1
54.9667,73.3833,1
42.8976,125.1381,1
-7.7167,109.017,1
28.2333,117,1
-5.4294,105.2625,1
53.1833,50.1167,1
28.2363,113.6984,1
35.55,129.3167,1
38.5158,114.9845,1
27.6961,111.6659,1
29.8239,112.9019,1
36.0656,113.8153,1
19.7475,96.115,1
26.4179,112.8457,1
47.7235,128.8893,1
30.3833,113.4,1
31.6269,74.877,1
27.88,78.08,1
34.1511,113.4733,1
38.7689,125.4505,1
47.2333,39.7167,1
41.7225,44.7925,1
26.1722,91.7458,1
54.7261,55.9475,1
10.9508,106.8221,1
21.2186,81.4314,1
22.5736,88.3251,1
39.737,98.5049,1
30.652,113.8274,1
43.5036,124.8088,1
56.0089,92.8719,1
31.3697,119.8239,1
36,119.4167,1
51.1333,71.4333,1
23.3556,85.3347,1
32.1724,120.0142,1
26.215,78.1931,1
37.6564,126.835,1
16.5167,80.6167,1
35.99,119.3801,1
27.6609,113.4946,1
30.3972,114.8842,1
38.2683,140.8694,1
47.3139,130.2775,1
51.6717,39.2106,1
58.0139,56.2489,1
35.2281,128.6811,1
37.5139,105.1884,1
36.8833,118.7333,1
-6.5917,106.8,1
30.7353,76.7911,1
26.2944,73.0278,1
42.3,69.6,1
28.6583,121.4221,1
1.0678,104.0167,1
39.6271,121.9972,1
31.169,112.5853,1
10.7924,106.7518,1
48.7086,44.5147,1
12.3086,76.6531,1
33.6989,73.0369,1
22.3559,110.9369,1
21.2379,81.6337,1
32.1287,112.7581,1
33.4433,114.8994,1
25.091,104.9011,1
25.18,75.83,1
30.192,67.007,1
6.9167,79.8333,1
28.6139,77.209,1
6.9,79.9164,1
39.93,32.85,1
28.364,79.415,1
16.06,108.25,1
24.1681,115.6669,1
32.8534,120.3037,1
24.1878,113.4042,1
35.6073,140.1064,1
0.5333,101.45,1
22.7645,111.5745,1
31.9948,119.575,1
19.5,109.5833,1
6.9167,122.0833,1
35.4667,44.4,1
21.4283,110.7749,1
31.8131,121.6574,1
10.293,123.902,1
30,120.5833,1
11,76.9667,1
35.6464,139.6533,1
37.4386,127.1378,1
22.2486,112.785,1
21.6,108.3,1
17.6715,75.9104,1
36.3619,119.1072,1
36.186,116.772,1
34.3167,47.0686,1
33.8833,130.8833,1
34.1736,112.839,1
30.8706,105.3784,1
10.8269,78.6928,1
34.3662,118.3369,1
45.768,131.0063,1
-0.9556,100.3606,1
36.6967,118.4797,1
30.2965,108.9378,1
30.1003,114.9699,1
22.6896,109.2674,1
39.6896,122.9664,1
29.6458,91.1408,1
36.2481,119.9625,1
14.5167,121.05,1
22.1717,111.7846,1
37.4989,126.7831,1
36.0819,114.3481,1
14.5842,121.1763,1
15.3619,75.1231,1
45.0333,38.9833,1
3.0333,101.45,1
33.4258,43.2992,1
36.9758,120.7136,1
31.3256,75.5792,1
34.8519,114.3481,1
-7.98,112.62,1
36.3833,119.75,1
4.6,101.07,1
32.532,120.4604,1
37.1792,119.9333,1
38.4261,77.25,1
28.9632,117.1203,1
47.4585,126.9632,1
31.1817,115.0189,1
37.6823,112.7281,1
51.5333,46,1
36.1911,44.0094,1
14.575,121.0833,1
-8.6667,115.2167,1
44.5323,125.6965,1
20.2644,85.8281,1
34.9057,108.9422,1
36.6372,127.4897,1
34.5667,135.4833,1
29.1409,113.1087,1
5.3992,100.3639,1
38.7094,116.1008,1
29.8182,113.4653,1
36.6941,114.1847,1
32.7847,119.4432,1
38.4451,116.0897,1
26.4103,112.3913,1
35.2125,114.735,1
34.7513,112.9854,1
34.538,113.3796,1
37.9161,139.0364,1
28.8437,78.7548,1
34.7167,137.7333,1
27.7389,112.5223,1
31.6783,117.7353,1
30.0553,119.95,1
22.9297,111.0186,1
25.7003,100.1564,1
39.9167,127.5333,1
30.1772,111.7732,1
36.8667,120.5333,1
29.3956,71.6722,1
31.7761,104.7406,1
36.8494,115.7061,1
34.3962,113.7249,1
35.75,139.6167,1
31.6189,113.8229,1
-0.5022,117.1536,1
24.0667,120.5333,1
16.7,74.2333,1
39.0099,106.3694,1
31.4174,119.4786,1
35.5614,139.7161,1
8.5,76.8997,1
57.15,65.5333,1
35.5256,113.6976,1
32.8031,130.7078,1
48.48,124.8738,1
40.1881,117.9593,1
14.7,120.9833,1
37.5486,45.0675,1
26.7345,110.6293,1
35.0833,112.5833,1
8.4833,124.65,1
31.5504,105.9938,1
40.0059,118.6973,1
36.8625,117.7424,1
32.029,44.3396,1
35.5667,139.3667,1
34.65,133.9167,1
31.2575,113.6783,1
22.3762,112.6877,1
44.3,86.0333,1
5.4145,100.3292,1
37.6367,127.2142,1
37.1653,122.4867,1
27.8983,102.2706,1
19.3,73.0667,1
14.4667,121.0167,1
14.3294,120.9367,1
31.4515,121.1043,1
29.964,77.546,1
17.9756,79.6011,1
35.6924,139.8757,1
40.6328,122.5021,1
-3.319,114.5921,1
11.65,78.1667,1
6.1167,125.1667,1
14.4624,120.9645,1
24.7355,118.6434,1
35.7833,139.8,1
27.0284,106.0327,1
53.5167,49.4167,1
28.8049,113.0745,1
40.4019,122.3499,1
20.55,74.55,1
32.6167,44.0333,1
37.7333,117.2167,1
34.2189,113.7693,1
34.9756,138.3825,1
32.0058,120.2547,1
9.9667,76.2833,1
-7.3333,108.2,1
37.2833,49.6,1
41.9952,122.8224,1
27.8116,106.4133,1
29.2649,88.8799,1
26.7611,83.3667,1
35.55,45.4333,1
34.9069,48.4414,1
30.9933,103.624,1
34.4603,113.028,1
41.8,129.7831,1
35.7004,114.98,1
28.8417,112.3595,1
46.0635,125.9773,1
31.054,116.9507,1
44.4079,126.9429,1
32.0836,72.6711,1
32.5,74.5333,1
14.8139,121.0453,1
37.3236,126.8219,1
34.5221,110.8786,1
37.2,126.7667,1
16.4637,107.5908,1
13.9167,75.5667,1
25.6005,103.8166,1
39.9808,117.0701,1
16.3,80.45,1
11.1075,77.3398,1
36.8064,127.1522,1
35.6947,139.9825,1
56.85,53.2167,1
28.2861,117.2083,1
3.1073,101.6067,1
25.0208,98.4972,1
29.8518,115.5539,1
35.6,116.9833,1
39.3257,115.8678,1
25.8833,116.0333,1
31.0236,113.1079,1
35.8219,127.1489,1
29.3395,105.2868,1
53.3567,83.7872,1
14.55,121.0333,1
40.2248,116.1944,1
22.2492,84.8828,1
39.8734,124.1453,1
34.7879,113.392,1
12.8703,74.8806,1
37.3056,120.8275,1
54.3167,48.3667,1
52.2833,104.3,1
19.17,77.3,1
-0.0206,109.3414,1
39.1235,116.386,1
42.95,89.1822,1
14.45,120.9833,1
42.5279,125.678,1
31.9579,119.1595,1
48.4833,135.0667,1
37.9423,115.2118,1
-6.12,106.1503,1
31.6078,65.7053,1
18.2536,109.5019,1
57.6167,39.85,1
28.0667,115.5375,1
41.0406,28.8261,1
43.1167,131.9,1
3.8167,103.3333,1
20.465,85.8793,1
-1.59,103.61,1
-6.8833,107.5333,1
10.6765,122.9509,1
39.4887,115.9918,1
32.6853,119.0041,1
35.8078,139.7242,1
35.7667,139.6833,1
35.6833,139.6167,1
13.3422,77.1017,1
-1.1489,116.9031,1
31.1375,97.1777,1
19.95,79.3,1
31.58,130.5281,1
42.9833,47.4833,1
23.3448,112.6956,1
30.9793,104.28,1
25.0461,101.5436,1
29.4833,60.8667,1
29.1046,119.6494,1
3.0833,101.5333,1
45.2116,127.962,1
38.074,116.57,1
37.3925,126.9269,1
30.318,78.029,1
18.8,110.4,1
35.6667,139.3167,1
29.7211,112.4037,1
27.1,119.6333,1
56.4886,84.9522,1
42.8322,93.5155,1
37.359,120.396,1
41.2407,119.3957,1
30.8695,120.0958,1
19.6167,110.75,1
23.55,87.32,1
51.7667,55.1,1
38.0005,115.5541,1
23.6833,86.9667,1
36.8528,119.3904,1
32.2739,119.1619,1
-7.5667,110.8167,1
33.2605,115.3618,1
30.8258,111.791,1
55.3333,86.0667,1
34.3738,62.1792,1
21.765,72.1369,1
39.7396,118.6978,1
34.8,48.5167,1
53.75,87.1167,1
14.4333,79.9667,1
20.9333,77.75,1
41.7646,86.1527,1
38.371,117.3329,1
14.3833,121.05,1
40.6189,120.7205,1
42.538,124.0371,1
40.4543,124.0646,1
26.468,74.639,1
43.9,81.35,1
8.7289,77.7081,1
14.2167,121.1667,1
34.2999,108.4816,1
27.2,120.2,1
31.0439,46.2575,1
32.4833,44.4333,1
54.6167,39.7167,1
29.4761,113.448,1
30.2833,57.0667,1
35.6667,139.8167,1
41.1664,80.25,1
46.3333,48.0167,1
39.6844,106.8158,1
32.7816,117.9899,1
55.7,52.3333,1
38.25,48.3,1
28.0181,73.3169,1
23.8333,91.2667,1
34.8167,134.6833,1
43.9167,81.3167,1
27.2,56.25,1
21.1861,106.0763,1
53.2,45,1
36.9329,116.6403,1
34.08,49.7,1
36.0322,129.365,1
30.32,112.23,1
46.4078,125.3252,1
22.0057,100.7948,1
36.55,139.8833,1
22.7697,112.9578,1
29.9887,122.2049,1
23.1828,75.7772,1
19.2431,110.4642,1
41.5961,121.7928,1
20.9399,106.3309,1
42.9044,129.5067,1
31.7117,112.2551,1
19.2167,73.15,1
52.6167,39.6,1
31.8333,47.15,1
22.1879,112.3131,1
33.8333,132.7667,1
25.4486,78.5696,1
39.45,75.9833,1
22.6761,120.4942,1
10.3127,123.9488,1
35.7219,139.9311,1
14.4297,120.9367,1
14.4667,75.9167,1
32.7333,74.85,1
29.3081,120.0698,1
58.6,49.65,1
30.7522,120.75,1
30.6412,116.5689,1
35.7878,139.9031,1
27.6995,68.8673,1
30.8956,119.411,1
34.6794,135.6008,1
1.4556,103.7611,1
27.1167,109.95,1
49.8,73.1167,1
41.4237,123.3203,1
30.4271,111.7506,1
35.4043,114.0593,1
41.802,120.7621,1
45.1804,124.82,1
6.1333,102.25,1
18.6733,105.6922,1
26.2672,107.5143,1
27.56,68.2264,1
34.7333,135.3333,1
56.1333,47.25,1
38.7299,112.7134,1
15.8667,74.5,1
54.2,37.6167,1
36.8622,114.502,1
35.7911,112.9259,1
17.3333,76.8333,1
43.3667,128.2333,1
24.9,91.8667,1
23.3715,104.2437,1
22.47,70.07,1
48.3614,134.2875,1
20.9,74.7833,1
24.75,85.0167,1
31.7167,72.9833,1
31.3446,104.1994,1
33.2333,131.6067,1
54.7167,20.5,1
37.3606,115.3803,1
34.585,133.7719,1
41,28.8,1
36.7,67.1167,1
31.7083,74,1
14.5833,121.0333,1
28.6804,121.45,1
32.3849,111.6695,1
41.0719,28.9664,1
15.1472,120.5847,1
14.55,121,1
48.2395,126.5037,1
47.2489,132.0341,1
37.1449,111.7718,1
26.5555,106.4646,1
33.7447,44.6436,1
35.7333,139.85,1
14.65,121.1,1
1.4931,124.8413,1
36.5611,136.6565,1
10.7167,122.5667,1
41.7152,82.9604,1
21.0167,75.5667,1
34.4858,133.3625,1
23.3629,103.1545,1
34.7333,135.4,1
36.9947,127.0889,1
15.8222,78.035,1
2.1889,102.2511,1
24.9889,121.3111,1
14.3833,120.8833,1
27.0387,118.3215,1
42.9633,126.7478,1
5.975,116.0725,1
43.7192,127.337,1
24.3667,88.6,1
55.8,37.95,1
24.5833,73.6833,1
51.7372,36.1872,1
35.5522,51.235,1
24.8047,120.9714,1
35.0907,112.9317,1
15.15,76.915,1
14.7167,121.1167,1
34.867,110.4417,1
32.5408,111.5098,1
35.3388,139.4911,1
35.5486,139.4467,1
44.3439,129.4656,1
40.5944,115.0243,1
39.4167,125.9333,1
38.5168,102.1866,1
35.8544,139.9689,1
45.3357,122.7765,1
16.8667,74.5667,1
8.7833,78.1333,1
-10.1633,123.5778,1
33.5097,126.5219,1
45.05,41.9833,1
-7.8014,110.3644,1
11.25,75.7667,1
36.6667,48.4833,1
51.8272,107.6064,1
35.6,139.7333,1
33.9833,51.4333,1
35.1833,128.55,1
37.3803,126.803,1
37.7486,127.0389,1
20.7333,77,1
40.8222,140.7475,1
44.0222,87.2961,1
31.8972,54.3678,1
35.0833,137.1567,1
14.3167,121.1167,1
56.8578,35.9219,1
38.6667,39.2167,1
16.8906,97.6333,1
45.542,131.8666,1
44.5735,129.3825,1
2.7297,101.9381,1
25.1307,113.3472,1
43.513,123.5003,1
29.6792,115.6611,1
53.3833,59.0333,1
34.35,134.05,1
45.505,124.2863,1
25.4352,105.1907,1
23.3689,103.3881,1
14.3333,121.0833,1
37.2652,111.7793,1
37.8328,126.8169,1
-8.5833,116.1167,1
31.2681,72.3181,1
31.4766,92.0569,1
-2.5333,140.7167,1
36.7,137.22,1
31.1282,104.1695,1
35.3097,46.9989,1
41.1676,121.3558,1
34.7833,135.4667,1
43.5853,39.7203,1
25.25,87.0167,1
57,41,1
53.25,34.3667,1
32.0691,108.0351,1
37.0282,111.9103,1
32.7833,129.8667,1
36.2688,50.0041,1
8.8853,76.5864,1
34.8167,135.65,1
35.4167,136.7667,1
27.6119,75.1397,1
31.0304,112.1,1
30.05,70.6333,1
30.1697,121.2665,1
31.9167,131.4167,1
30.0372,121.1546,1
22.8667,88.4167,1
5.8388,118.1173,1
14.5692,121.1325,1
35.5914,110.706,1
19.8075,105.7764,1
34.7667,135.5167,1
35.25,139.6667,1
12.2495,109.1908,1
50.6,36.6,1
14.6625,120.9567,1
41.0794,28.8539,1
32.5736,74.0789,1
31.9892,44.9247,1
35.4768,110.4419,1
45.5928,84.8711,1
16.9333,82.2167,1
25.35,74.6333,1
46.9838,128.04,1
-6.0167,106.0167,1
18.6704,78.1,1
41.0343,28.6801,1
50.2836,57.2297,1
15.4802,120.5979,1
34.95,137.1667,1
14.5667,121.1167,1
30.388,111.4505,1
24.7868,112.3735,1
35.3039,136.8031,1
22.69,88.37,1
19.2704,76.76,1
30.6267,118.9861,1
28.9,76.5667,1
18.4004,76.57,1
13.9411,121.1622,1
10.3333,123.9333,1
33.4667,48.35,1
-3.705,128.17,1
8.9534,125.5288,1
25.1283,121.7419,1
34.7692,137.3916,1
16.4152,120.5956,1
27.6858,111.4279,1
38.4177,115.3204,1
35.75,139.7333,1
9.4204,77.58,1
42.9392,126.0561,1
30.3307,48.2797,1
30.3892,47.7081,1
36.3167,139,1
34.9136,112.7852,1
36.6486,138.1928,1
39.9432,116.8036,1
35.7,139.7167,1
39.1475,127.4461,1
8.2333,124.25,1
14.275,121.125,1
35.7074,139.6638,1
-3.7956,102.2592,1
30.3866,106.7756,1
61.25,73.4333,1
-0.895,119.8594,1
48.6433,126.1408,1
5.65,100.48,1
20.42,106.1683,1
56.1286,40.4058,1
42.8833,71.3667,1
35.9333,139.4833,1
25.9733,117.3593,1
38.6333,27.4167,1
15.0333,120.6833,1
57.9167,59.9667,1
14.3583,121.0583,1
35.0476,104.6394,1
34.2333,135.1667,1
28.4202,70.2952,1
52.3156,76.9564,1
37.6236,126.7142,1
34.6833,135.7833,1
38.5019,43.4167,1
64.55,40.5333,1
13.75,121.05,1
24.4935,110.3902,1
35.8911,139.7908,1
40.1,124.4,1
28.1188,120.9621,1
49.2842,120.7283,1
19.0833,74.7333,1
34.85,135.6167,1
50.4111,80.2275,1
39.83,97.73,1
38.4183,27.1347,1
36.2025,36.1606,1
16.9833,81.7833,1
52.0333,113.5,1
40.458,128.911,1
35.7994,139.4689,1
14.4667,78.8167,1
35.0167,135.85,1
54.5333,36.2667,1
26.12,85.3833,1
34.7368,127.7458,1
27.5667,76.6167,1
19.32,84.8,1
24.9211,102.4778,1
12.6667,108.05,1
37.964,126.5644,1
35.1928,128.0847,1
25.9755,113.2302,1
39.232,117.777,1
37.0333,140.8833,1
32.2381,119.8133,1
40.6031,140.4642,1
22.67,88.37,1
36.3833,139.0667,1
24.7504,90.38,1
-3.9675,122.5947,1
21.6,105.85,1
54.7828,32.0453,1
43.7706,142.365,1
36.85,42.9833,1
37.3417,127.9208,1
27.5035,77.6722,1
37.4128,140.295,1
44.9164,130.5212,1
30.3204,76.385,1
38.4127,27.1384,1
10.4042,107.1417,1
15.4833,120.9667,1
23.83,78.71,1
48.7833,44.7667,1
16.8244,75.7154,1
-6.9197,106.9272,1
46.0726,122.0719,1
39.8143,113.0946,1
7.2167,124.25,1
33.35,43.7833,1
33.5589,133.5314,1
37.4772,126.8664,1
40.1878,29.0822,1
1.5397,110.3542,1
26.2122,127.6789,1
35.0364,108.0764,1
37.1012,79.9327,1
29.2785,120.2282,1
23.7147,103.2585,1
32.4907,45.8304,1
27.8804,79.905,1
59.1333,37.9167,1
21.52,70.47,1
39.6986,125.9061,1
36.35,126.9167,1
49.99,82.6149,1
48.0033,122.7365,1
10.52,76.21,1
14.4514,121.1919,1
-6.7167,108.5667,1
9.1833,105.15,1
35.7333,139.7167,1
59.2167,39.9,1
54.1833,45.1833,1
23.25,87.85,1
14.3944,120.8531,1
31.1167,74.45,1
33.2937,113.5203,1
52.9686,36.0694,1
35.7214,51.1089,1
41.035,28.8575,1
25.78,87.47,1
22.9481,113.9276,1
36.83,54.48,1
13.7696,109.2314,1
21.4704,83.9701,1
62.0272,129.7319,1
34.9667,136.6167,1
35.6597,51.0592,1
55.4408,65.3411,1
35.2477,136.9724,1
38.5039,125.7589,1
27.15,78.3949,1
43.04,44.6775,1
29.1489,75.7367,1
9.75,118.75,1
55.4311,37.5456,1
35.6333,139.6833,1
34.6431,134.9975,1
-6.8883,109.6753,1
33.3167,130.5167,1
39.7197,140.1025,1
35.9439,126.9544,1
34.1958,72.0447,1
9.6,105.9719,1
28.3185,109.7318,1
28.9545,118.8763,1
68.9667,33.0833,1
28.8523,121.1409,1
-8.1727,113.6873,1
28.788,79.019,1
36.5804,36.17,1
14.6667,120.9417,1
35.3386,129.0386,1
23.45,91.2,1
7.4478,125.8078,1
14.2306,120.975,1
25.75,89.2444,1
40.7656,29.9406,1
22.65,88.34,1
29.3833,76.9667,1
15.2167,120.5833,1
23.7333,92.7167,1
37.3675,126.9469,1
52.7167,41.4333,1
40.8775,29.2514,1
14.8183,120.9563,1
43.3125,45.6986,1
47.21,123.61,1
18.4333,79.15,1
35.7,139.8167,1
39.6833,141.15,1
47.1167,51.8833,1
37,35.325,1
45.7671,132.9646,1
23.2504,69.81,1
16.7,74.47,1
34.8164,135.5686,1
14.07,121.325,1
15.2667,76.4,1
30.2133,74.9519,1
37.7608,140.4733,1
17.3433,96.4981,1
26.7039,107.5087,1
35.08,109.03,1
24.16,80.83,1
36.5726,111.7176,1
53.6333,55.95,1
-6.8667,109.1333,1
13.9333,121.6167,1
41.03,113.08,1
37.8747,127.7342,1
35.6658,50.9767,1
2.96,99.06,1
10.3686,105.4234,1
61.7833,34.35,1
21.3136,105.3947,1
22.72,88.48,1
57.7667,40.9333,1
29.7169,120.2314,1
35.8167,128.7333,1
14.6969,121.1219,1
27.3417,117.4869,1
60.9389,76.595,1
35.6,103.2167,1
35.9786,126.7114,1
23.3167,75.0667,1
34.7607,127.6622,1
34.7186,136.5056,1
22.9311,113.2018,1
35.6581,139.7514,1
-0.8667,131.25,1
-3.5336,118.966,1
20.4461,106.3422,1
3.6,98.4853,1
35.6689,139.4778,1
51.2225,51.3725,1
23.9667,91.1,1
36.5504,53.1,1
44.7167,37.7667,1
21.19,81.28,1
36.3667,140.4667,1
34.4,74.28,1
10.25,123.8333,1
56.6328,47.8958,1
43.4833,43.6167,1
35.4981,140.1156,1
24.82,93.95,1
14.6833,77.6,1
12.4394,98.6003,1
34.6269,135.6008,1
34.9506,127.4875,1
34.4303,70.4528,1
51.4667,46.1167,1
14.8433,120.8114,1
28.3797,121.3718,1
32.3878,48.4033,1
35.85,129.2167,1
37.4333,138.8333,1
1.6667,101.45,1
36.7167,69.5167,1
26.2442,68.41,1
34.7569,134.8414,1
13.8667,100.5167,1
14.7581,120.9481,1
15.1206,108.7922,1
14.8333,120.2833,1
35.3231,139.3422,1
36.0641,136.2196,1
35.8256,139.8056,1
36.728,68.8725,1
30.6326,120.5474,1
26.7855,79.015,1
34.5664,110.0866,1
11.9304,108.42,1
35.7167,139.75,1
23.48,120.4497,1
-7.8111,112.0047,1
34.0667,134.55,1
16.2,77.3667,1
5.3303,103.1408,1
39.4242,29.9833,1
27.2172,77.49,1
33.95,130.9333,1
11.2444,125.0039,1
10.0125,105.0808,1
40.9667,126.6,1
47.2333,38.9,1
41.7686,140.7289,1
25.42,86.13,1
28.9958,77.0114,1
29.6334,111.8746,1
35.6506,139.5408,1
36.55,52.6833,1
50.55,137,1
35.6583,139.7014,1
11.0042,106.6583,1
49.5881,117.4525,1
-2.21,113.92,1
35.3339,139.4047,1
30.6706,73.1064,1
22.75,88.34,1
2.3,111.8167,1
35.4693,139.4616,1
38.25,140.3333,1
36.0333,140.0667,1
61.6667,50.8167,1
55.8892,37.445,1
23.1704,89.2,1
40.4348,113.1565,1
13.0869,109.3086,1
28.7437,77.7628,1
35.1614,138.6764,1
34.7936,126.3886,1
40.9792,28.7214,1
36.2167,57.6667,1
18.8,79.45,1
33.18,129.7156,1
25.3867,97.3936,1
38.0333,125.7167,1
42.4391,123.5426,1
25.2938,117.4148,1
39.6167,125.6667,1
29.5908,120.8176,1
23.6167,90.5,1
39.7114,76.1753,1
35.7333,139.7833,1
36.2381,137.9719,1
5.55,95.3175,1
38.827,110.499,1
4.85,100.7333,1
39.25,125.85,1
28.45,119.9167,1
27.7562,118.0267,1
36.4669,52.3569,1
25.5269,69.0111,1
16.7667,94.7333,1
55.6333,51.8167,1
34.7661,135.6281,1
28.5902,105.6946,1
22.47,88.11,1
35.4817,51.6803,1
47.7,40.2333,1
44.898,82.0726,1
32.6342,51.3667,1
11.93,79.83,1
21.6425,69.6047,1
33.8972,48.7514,1
-8.1167,115.0833,1
4.4028,113.9933,1
30.81,73.4597,1
25.8004,89,1
33.2667,130.3,1
14.7333,120.95,1
35.9753,139.7525,1
56.2333,43.45,1
56.152,101.633,1
22.7,90.3667,1
39.8112,98.2862,1
35.9775,139.5933,1
35.4394,51.5689,1
11.0167,124.6167,1
0.9,108.9833,1
51.229,58.4681,1
18.1167,83.4167,1
25.7725,73.3233,1
64.4833,91.2333,1
35.7126,139.78,1
59.73,30.65,1
22.7,72.87,1
-7.75,113.2167,1
52.5667,103.9167,1
8.17,77.43,1
34.8114,135.3406,1
35.4333,139.3667,1
9.2833,105.7167,1
29.6804,76.97,1
1.3667,99.2667,1
35.2714,51.6511,1
55.9167,37.8167,1
42.8679,130.3585,1
40.7833,30.4,1
50.2578,127.5364,1
58.521,31.2758,1
22.8711,113.0684,1
19.8,85.8167,1
10.8,79.15,1
51.2981,37.835,1
17.45,78.5,1
41.1231,126.1815,1
40.1833,29.0667,1
36.2917,139.3758,1
28.58,78.55,1
36.22,58.82,1
40.5122,141.4883,1
35.0211,50.3564,1
35.7258,139.5386,1
14.0833,121.1833,1
32.7,51.5211,1
26.72,88.42,1
37.1436,42.6819,1
1.4472,125.1978,1
22.9,88.42,1
37.145,127.0694,1
6.1167,100.3667,1
53.2144,63.6246,1
-3.4425,114.8325,1
10.3105,105.7397,1
7.9,125.0833,1
37.9069,112.17,1
54.8622,69.1408,1
14.2833,120.8667,1
37.7556,128.8961,1
31.3167,45.2833,1
36.4067,94.9006,1
31.1033,77.1722,1
27.778,120.6526,1
34.2492,132.5658,1
57.8167,28.3333,1
36.3167,139.2,1
13.6167,123.1667,1
36.9706,127.9322,1
7.8333,123.4333,1
13.1333,123.7333,1
5.3631,100.4667,1
23.2938,113.353,1
7.3,125.6833,1
44.0608,131.1187,1
35.5644,51.1647,1
6.7804,79.88,1
